source_record_key,source_id,source_row_number,category_raw,category_normalized,canonical_category_family,category_mapping_status,product_name_raw,location_raw,price_raw,price_idr,price_parse_status,overall_rating_raw,product_overall_rating,overall_rating_parse_status,number_sold_raw,number_sold_value,number_sold_semantics,number_sold_parse_status,total_review_raw,total_review_value,total_review_parse_status,customer_rating,review_text_raw,review_text_normalized_match,sentiment_label_raw,emotion_label_raw,rating_sentiment_consistency,cross_source_exact_overlap_flag,cross_source_normalized_overlap_flag,cross_source_near_duplicate_candidate_flag
8d8bfa44191eeb5d580e5c4771b9cebe624392f378bb6b4f7520a37ad5208908,SRC_PRDECT_ID_V1,1427,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,5,packaging rapi shg lilin datang tetap utuh response penjual cpt,packaging rapi shg lilin datang tetap utuh response penjual cpt,Positive,Happy,CONSISTENT,False,False,False
93e018d32d3cd1c468cc613a301148e771e054d6f9b0f7c0f135b1d54a47dba6,SRC_PRDECT_ID_V1,1428,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,5,"Barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman lebih cepat dr jadwal. Makasih.",barang diterima dgn aman respon cepat paking rapi waktu pengiriman lebih cepat dr jadwal makasih,Positive,Happy,CONSISTENT,False,False,True
81de02f7c10ecaae5d5da1bed6fefe08d30eec01a8ff465c6867bcbe0ffd31b4,SRC_PRDECT_ID_V1,1429,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,5,"mantab, lilinya sesuai makasih ya",mantab lilinya sesuai makasih ya,Positive,Happy,CONSISTENT,False,False,False
2413306a5adf0ecc8515938eb500c4e11f4359eabaaeadde02cf57cd6e9b6c56,SRC_PRDECT_ID_V1,1430,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,5,"Produk sesuai, respon cepat, pengiriman cepat",produk sesuai respon cepat pengiriman cepat,Positive,Happy,CONSISTENT,False,False,True
ae5a99b96efc5831d1a16d5eb6966fea950cac8a54031c442a507b7615ccb627,SRC_PRDECT_ID_V1,1431,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,5,produk bagus. paking aman rapi. respon kirim cepat.,produk bagus paking aman rapi respon kirim cepat,Positive,Happy,CONSISTENT,False,False,False
dc9e7ae961a7e887060b3dd91e5723750ea824bdaca97c6fc0e49211f606e3b6,SRC_PRDECT_ID_V1,1432,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,,MISSING,5.0,5.0,EXACT,40300,40300,EXACT,EXACT,126,126,EXACT,5,brg di trima dgn baik n respon cepat tks,brg di trima dgn baik n respon cepat tks,Positive,Happy,CONSISTENT,False,False,False
d3efea2a54262b31a2a05eaed0f9ea1c27aab3d31716c47950e3e110fffe519a,SRC_PRDECT_ID_V1,1433,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,,MISSING,5.0,5.0,EXACT,40300,40300,EXACT,EXACT,126,126,EXACT,5,"Bagus, cepat, packaging aman ??",bagus cepat packaging aman ,Positive,Happy,CONSISTENT,False,False,False
f70ef793a48c09e2f711493223c0f4fee3e9befa2cdd95cbb1363811be17c872,SRC_PRDECT_ID_V1,1434,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,,MISSING,5.0,5.0,EXACT,40300,40300,EXACT,EXACT,126,126,EXACT,5,barang sesuai Terima kasih,barang sesuai terima kasih,Positive,Happy,CONSISTENT,False,True,False
26b99df353df4bf632497e87520705f03033a16b8538ad9bd959f4fd7eaa10f0,SRC_PRDECT_ID_V1,1435,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,,MISSING,5.0,5.0,EXACT,40300,40300,EXACT,EXACT,126,126,EXACT,5,produk sangat baik dan pengemasan rapi,produk sangat baik dan pengemasan rapi,Positive,Happy,CONSISTENT,False,False,True
7fe2c4cb325bfcfb6fd5f2677cad6b56419a517a3de6b815162a232a2d66813d,SRC_PRDECT_ID_V1,1436,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,,MISSING,5.0,5.0,EXACT,40300,40300,EXACT,EXACT,126,126,EXACT,5,"Barang sesuai, Terima kasih",barang sesuai terima kasih,Positive,Happy,CONSISTENT,False,True,False
aeec42d6a3bc08e4f0ccc47318dd7113d0bbe25aa40325c92bba7b20cf95b450,SRC_PRDECT_ID_V1,1437,Party Supplies and Craft,party supplies and craft,,UNMAPPED,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,,MISSING,4.9,4.9,EXACT,19600,19600,EXACT,EXACT,1410,1410,EXACT,5,Mantap respon cepat bgt... lebih cepat dari estimasinya,mantap respon cepat bgt lebih cepat dari estimasinya,Positive,Happy,CONSISTENT,False,False,True
ebcad8f01c72020ade5b1746ecac5017a254ac224d7288c633b7773cc34ba168,SRC_PRDECT_ID_V1,1438,Party Supplies and Craft,party supplies and craft,,UNMAPPED,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,,MISSING,4.9,4.9,EXACT,19600,19600,EXACT,EXACT,1410,1410,EXACT,5,Mantap barang sesuai pesanan,mantap barang sesuai pesanan,Positive,Happy,CONSISTENT,True,True,False
0bcb769d52a3b89e4d25897357c9d1a0b17d9e6a75f58c478a77a1469fb7ea78,SRC_PRDECT_ID_V1,1439,Party Supplies and Craft,party supplies and craft,,UNMAPPED,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,,MISSING,4.9,4.9,EXACT,19600,19600,EXACT,EXACT,1410,1410,EXACT,5,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya pengiriman nya juga cptmaaf telat ulas nya ya gan barng uda di coba mantaptks ya gan sukses selalu,Positive,Happy,CONSISTENT,False,False,False
6396528f2344382bc1c46b6ecc852518d6f2f631bc9bd2e51f98ba9db13cd6bc,SRC_PRDECT_ID_V1,1440,Party Supplies and Craft,party supplies and craft,,UNMAPPED,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,,MISSING,4.9,4.9,EXACT,19600,19600,EXACT,EXACT,1410,1410,EXACT,5,barang'a mantap jooss,baranga mantap jooss,Positive,Happy,CONSISTENT,False,False,False
3e1132cccb177b66cd47c2525386a70dcade1146359acd978c87305159f5548e,SRC_PRDECT_ID_V1,1441,Party Supplies and Craft,party supplies and craft,,UNMAPPED,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,Jakarta Utara,6880,,MISSING,4.8,4.8,EXACT,404,404,EXACT,EXACT,56,56,EXACT,5,Lambat,lambat,Negative,Sadness,DISCORDANT,False,False,False
72d0ff9cab3b87d4b1ee3aadc3e814d0c1ef0b74e991aa2201269c1240c176e3,SRC_PRDECT_ID_V1,1442,Party Supplies and Craft,party supplies and craft,,UNMAPPED,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,,MISSING,4.7,4.7,EXACT,3930,3930,EXACT,EXACT,395,395,EXACT,1,barang dikrm beda dgn yg pesan,barang dikrm beda dgn yg pesan,Negative,Sadness,CONSISTENT,False,False,False
f6332b1fedf0ddbf7777df6d337d0e766f0fe22295112fee226e450792f2ad59,SRC_PRDECT_ID_V1,1443,Party Supplies and Craft,party supplies and craft,,UNMAPPED,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,,MISSING,4.7,4.7,EXACT,3930,3930,EXACT,EXACT,395,395,EXACT,1,ada bagian yang sobek,ada bagian yang sobek,Negative,Sadness,CONSISTENT,False,False,False
48f186011fd2941c93706c0bb754496b02d739103b362e26493163cb09ec302d,SRC_PRDECT_ID_V1,1444,Party Supplies and Craft,party supplies and craft,,UNMAPPED,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,,MISSING,4.7,4.7,EXACT,3930,3930,EXACT,EXACT,395,395,EXACT,1,Ga dikirim barangnya :(,ga dikirim barangnya ,Negative,Sadness,CONSISTENT,False,False,False
f95f07e39ab811f452551f803be3e8c26840b4607f890b9054ab5e67cbd1411c,SRC_PRDECT_ID_V1,1445,Party Supplies and Craft,party supplies and craft,,UNMAPPED,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,,MISSING,4.7,4.7,EXACT,3930,3930,EXACT,EXACT,395,395,EXACT,2,"brg yg diterima tidak sama dgn yg di etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado ke luar kota...",brg yg diterima tidak sama dgn yg di etalase toko tipis seperti kotak nasi padang pdhl dikira tebal krn utk kirim kado ke luar kota,Negative,Sadness,CONSISTENT,False,False,False
0ba14244cce272b1c52d881f72031482e7291a853f52a1bb57157b8f34c6c0c0,SRC_PRDECT_ID_V1,1446,Party Supplies and Craft,party supplies and craft,,UNMAPPED,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,,MISSING,4.7,4.7,EXACT,3930,3930,EXACT,EXACT,395,395,EXACT,2,Gak ada instruksinya.. bingung jadinya,gak ada instruksinya bingung jadinya,Negative,Sadness,CONSISTENT,False,False,False
bfa43838493ef77c39978e67089194de938474735da7ad981dcef222a3807321,SRC_PRDECT_ID_V1,1447,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,,MISSING,4.8,4.8,EXACT,9969,9969,EXACT,EXACT,794,794,EXACT,1,Barang tidak ada dalam pengiriman. Malah di kirim timbangan,barang tidak ada dalam pengiriman malah di kirim timbangan,Negative,Sadness,CONSISTENT,False,False,False
747f5d56701a1443e59a507d9cc2809910b24d7cc899db385acdb3a40535ee62,SRC_PRDECT_ID_V1,1448,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,,MISSING,4.8,4.8,EXACT,9969,9969,EXACT,EXACT,794,794,EXACT,1,barang tidak ada dalam paket,barang tidak ada dalam paket,Negative,Sadness,CONSISTENT,False,False,False
e25edbb48fae11141400ffabfc3ba9df5d414e0e2bfa9815589b23758cf0fd6b,SRC_PRDECT_ID_V1,1449,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Kardus untuk keamanan packing,Kota Surabaya,1030,,MISSING,4.8,4.8,EXACT,8490,8490,EXACT,EXACT,3864,3864,EXACT,1,"kardus gak dikirim, jadi hanya di packing pake plastik doank... sangat mengecewakan...",kardus gak dikirim jadi hanya di packing pake plastik doank sangat mengecewakan,Negative,Sadness,CONSISTENT,False,False,False
1aa04bee469a80fd7393acbf3f97c35947ebfb7dfa8020b1f17ad433fb4053be,SRC_PRDECT_ID_V1,1450,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Kardus untuk keamanan packing,Kota Surabaya,1030,,MISSING,4.8,4.8,EXACT,8490,8490,EXACT,EXACT,3864,3864,EXACT,1,"padahal add kardus, tp gak dikasih. dan packingan dari kurir jg udah robek ????",padahal add kardus tp gak dikasih dan packingan dari kurir jg udah robek ,Negative,Sadness,CONSISTENT,False,False,False
083bf0591528a52eb47fc4f85ce654fd518e30fd397623df92f3794a397ae47c,SRC_PRDECT_ID_V1,1451,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Kardus untuk keamanan packing,Kota Surabaya,1030,,MISSING,4.8,4.8,EXACT,8490,8490,EXACT,EXACT,3864,3864,EXACT,2,"Sedikit kecewa karena packingan kardus berbyr ternyata benar� hanya 1 kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga, gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali (rusak total).",sedikit kecewa karena packingan kardus berbyr ternyata benar hanya 1 kardus tdk ada tambahan pelindung apapun shg pesanan sy penyok juga gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali rusak total,Negative,Sadness,CONSISTENT,False,False,True
413ab8f23d14b0c9546f4c1c6e48d9ad2e2fdc3b1814c3dc230be04d9da1994b,SRC_PRDECT_ID_V1,1452,Party Supplies and Craft,party supplies and craft,,UNMAPPED,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,,MISSING,4.8,4.8,EXACT,3491,3491,EXACT,EXACT,875,875,EXACT,1,"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",paketnya datang cuman bungkusnya doang barangnya sudah nda ada,Negative,Sadness,CONSISTENT,False,False,False
d56b147f9f2cb575693898dcb1c673a07dc52e484ca1e73e554c810b8bc8a5a3,SRC_PRDECT_ID_V1,1453,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,Jakarta Barat,68000,,MISSING,4.9,4.9,EXACT,601,601,EXACT,EXACT,209,209,EXACT,1,sumbu lilin kecil. nyala susah dan api kecil. jelek.,sumbu lilin kecil nyala susah dan api kecil jelek,Negative,Sadness,CONSISTENT,False,False,False
6eb6a90fda499fbe71ec4a094456fbc605fe459ddab8831eeadff33a8701f6cd,SRC_PRDECT_ID_V1,1454,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,,MISSING,4.9,4.9,EXACT,30400,30400,EXACT,EXACT,2224,2224,EXACT,1,"Kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya. Semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis, pun plastiknya tidak dilem sama sekali. Cara seller package barang harus dibenarin lagi, lebih baik pakai kardus box daripada kardus mie instan selapis saja, untung barang yang dibeli tidak ada yang rusak. Saya benar-benar kecewa si dengan servis toko ini, bakal mikir berkali-kali untuk belanja disini lagi.",kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis pun plastiknya tidak dilem sama sekali cara seller package barang harus dibenarin lagi lebih baik pakai kardus box daripada kardus mie instan selapis saja untung barang yang dibeli tidak ada yang rusak saya benarbenar kecewa si dengan servis toko ini bakal mikir berkalikali untuk belanja disini lagi,Negative,Sadness,CONSISTENT,False,False,False
55a9147be5413545403047e0b7124045d5d21c3e180564b933e0daae247a7a7c,SRC_PRDECT_ID_V1,1455,Party Supplies and Craft,party supplies and craft,,UNMAPPED,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,,MISSING,4.9,4.9,EXACT,30400,30400,EXACT,EXACT,2224,2224,EXACT,1,Pesen ini tp stok habis kecewa,pesen ini tp stok habis kecewa,Negative,Sadness,CONSISTENT,False,False,False
bd97aca1e42b58add9e660be2999e69b842cd5ec65632bb5edadc68da4653499,SRC_PRDECT_ID_V1,1456,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,,MISSING,4.9,4.9,EXACT,12100,12100,EXACT,EXACT,3273,3273,EXACT,1,"Kualitas Kurang bagus, kalau di pegang masih masih terasa banget seperti stiker dan benar setelah di tes gampang terkelupas, Not Recomended, Kualitas begini banyak yg lebih murah",kualitas kurang bagus kalau di pegang masih masih terasa banget seperti stiker dan benar setelah di tes gampang terkelupas not recomended kualitas begini banyak yg lebih murah,Negative,Sadness,CONSISTENT,False,False,True
24e2e9dd0f5f3b86b6cc64f4bf50c992e9816b9cc49d4983936e32c62227537b,SRC_PRDECT_ID_V1,1457,Party Supplies and Craft,party supplies and craft,,UNMAPPED,[GO SEND] Bubble Wrap 50m x 125cm Premium Quality,Jakarta Barat,110000,,MISSING,5.0,5.0,EXACT,66600,66600,EXACT,EXACT,9058,9058,EXACT,1,Pengiriman sangat lama,pengiriman sangat lama,Negative,Sadness,CONSISTENT,False,False,True
ac57ec1986d17fc56b526e5e6efc791839ebc5941add6d7d5eeca0f5ee11a1d6,SRC_PRDECT_ID_V1,1458,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,,MISSING,4.9,4.9,EXACT,19200,19200,EXACT,EXACT,3204,3204,EXACT,1,kecewa,kecewa,Negative,Sadness,CONSISTENT,False,False,False
c73be74dc68d44b6a5f881f2ed43394b9c2c2b5e42bbab5791b57849036a507a,SRC_PRDECT_ID_V1,1459,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,,MISSING,4.9,4.9,EXACT,19200,19200,EXACT,EXACT,3204,3204,EXACT,1,"barang yang di gambar itu sudah saya bereskan ulang . lem balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",barang yang di gambar itu sudah saya bereskan ulang lem balon nya gak ada sudah dikomplain ke pihak tokopedia biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi tidak menginformasikan ketersediaan barang dan saya lagi perlu banget maaf dikasih rate segitu ,Negative,Sadness,CONSISTENT,False,False,False
0e491d1709d9ea64b9bebf163fa25afc9ecb1d772597e057c3ac05fd8dff3010,SRC_PRDECT_ID_V1,1460,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,,MISSING,4.9,4.9,EXACT,7911,7911,EXACT,EXACT,1094,1094,EXACT,1,"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",kecewa orderan nya ga langsug di proses pdhl sudah bayar pakai gosend instan,Negative,Sadness,CONSISTENT,False,False,False
abca405e57ab130aa05e2445b46be97068224ff762635c9c2e302964f7ab1d49,SRC_PRDECT_ID_V1,1461,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,,MISSING,4.7,4.7,EXACT,1821,1821,EXACT,EXACT,800,800,EXACT,1,katanya disuruh pakai bubblewrap utk keamanan barang... tapi tetep aja barangnya ga dikasih bubblewrap. padahal berbayar,katanya disuruh pakai bubblewrap utk keamanan barang tapi tetep aja barangnya ga dikasih bubblewrap padahal berbayar,Negative,Sadness,CONSISTENT,False,False,False
602f123f0a3d1b0ee233acf662f4454ef3314f43ebd5c670789298b1ac7ec1fb,SRC_PRDECT_ID_V1,1462,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,,MISSING,4.8,4.8,EXACT,430,430,EXACT,EXACT,1385,1385,EXACT,1,sangat kecewa...karrna keterNgannya 400 lembar...,sangat kecewakarrna keterngannya 400 lembar,Negative,Sadness,CONSISTENT,False,False,False
cfc1600276e8c7cf6a2825d61db57c7553744cd3a117e48b56dcaf9a197490ae,SRC_PRDECT_ID_V1,1463,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,,MISSING,4.9,4.9,EXACT,17100,17100,EXACT,EXACT,1227,1227,EXACT,1,"Awalnya Saya Tanya 9 Warna, semua ready, setelah bayar ( 27 jam kemudian ) Baru dibilang beberapa ( 4 Warna ) habis. Jgn kayak gitulah, jadinya Sy harus Cari lagi warnanya",awalnya saya tanya 9 warna semua ready setelah bayar 27 jam kemudian baru dibilang beberapa 4 warna habis jgn kayak gitulah jadinya sy harus cari lagi warnanya,Negative,Sadness,CONSISTENT,False,False,False
4433f391a7257e4bc9ec87da8637aed1c45abcc5f0509ee2bd3fa308e9483b9f,SRC_PRDECT_ID_V1,1464,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,,MISSING,4.9,4.9,EXACT,17100,17100,EXACT,EXACT,1227,1227,EXACT,1,"Terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ,ternyata baru dikirim setelah 2 hari transaksi dilakukan,cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus.",terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ternyata baru dikirim setelah 2 hari transaksi dilakukancukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus,Negative,Sadness,CONSISTENT,False,False,False
e677b5ff867f656dfac3a7db40a0988bed18dedd8ee0480441cf94d8b33c75a8,SRC_PRDECT_ID_V1,1465,Party Supplies and Craft,party supplies and craft,,UNMAPPED,"168 pcs - pensil warna, alat tulis set crayon, coloring set, colouring - Biru",Kota Tangerang,99000,,MISSING,4.8,4.8,EXACT,912,912,EXACT,EXACT,350,350,EXACT,1,Barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya... kecewa..,barang yg saya terima rusakpecah tempat krayonnyasaya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya kecewa,Negative,Sadness,CONSISTENT,False,False,True
a4de017b3aaaf46839d094554d10cb0eea4470a831b5ebc80782897ec6e28d5f,SRC_PRDECT_ID_V1,1466,Party Supplies and Craft,party supplies and craft,,UNMAPPED,CUSTOM FLAZZ BCA GEN 2 ATAU FLAZZ BCA GENERASI 2 SALDO 0 PRINT 1SISI - FLAZZ 2SISI,Jakarta Pusat,55000,,MISSING,4.9,4.9,EXACT,5899,5899,EXACT,EXACT,1822,1822,EXACT,1,Penjual kurang teliti memberi saran kpd Pembeli. Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya. Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. MENGECEWAKAN. Saya ga bisa ksh Foto krn ada Nama nya tercetak.,penjual kurang teliti memberi saran kpd pembeli hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nama nya tercetak,Negative,Sadness,CONSISTENT,False,False,False
fa04538695e48557d9798af118488895b9c4451790af6662b4fce0154ada29e1,SRC_PRDECT_ID_V1,1467,Party Supplies and Craft,party supplies and craft,,UNMAPPED,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,,MISSING,4.9,4.9,EXACT,14100,14100,EXACT,EXACT,815,815,EXACT,1,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,barangnya sama sekali gak sampai pesan juga balon hati juga beda gak sesuai,Negative,Sadness,CONSISTENT,False,False,False
ed547f0a00755f76d5c999645425484ecec47b6f2a26d4884b07c800135201ac,SRC_PRDECT_ID_V1,1468,Party Supplies and Craft,party supplies and craft,,UNMAPPED,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,,MISSING,4.9,4.9,EXACT,14100,14100,EXACT,EXACT,815,815,EXACT,1,Gede balonnya tidak sebesar yg di iklan.,gede balonnya tidak sebesar yg di iklan,Negative,Sadness,CONSISTENT,False,False,False
91f50f335db328097a4418e3e84a768e070941cf565fb408414ef9e9335324b1,SRC_PRDECT_ID_V1,1469,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Balon Latex / Balon Metalik / Metalic Balloon Chrome 12inch - Lylac,Jakarta Utara,990,,MISSING,4.9,4.9,EXACT,16100,16100,EXACT,EXACT,204,204,EXACT,1,Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver kalo ada mau pesen balo gold sama silvernya aja 10 pcs yang dateng warna warni kayak gini sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Negative,Sadness,CONSISTENT,False,False,False
040fd04ed5ffc0a8145253e0aeca5870485cb9200712a0111ec41a9702141313,SRC_PRDECT_ID_V1,1470,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,,MISSING,4.8,4.8,EXACT,19800,19800,EXACT,EXACT,1298,1298,EXACT,1,kecewa dengan pelayanan toko ini. ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,kecewa dengan pelayanan toko ini ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya kapok belanja disini barang hanya senilai 7rb tetapi minta video sampai 3x barang tidak berfungsi masih saja menolak komplain semoga berkah,Negative,Sadness,CONSISTENT,False,False,False
ea5363cd6cd766afb417ba7756f9e2c579d47c3993c8159eb537b358f803f0a0,SRC_PRDECT_ID_V1,1471,Party Supplies and Craft,party supplies and craft,,UNMAPPED,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,,MISSING,4.8,4.8,EXACT,19800,19800,EXACT,EXACT,1298,1298,EXACT,1,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,balonnya kecil sekali ga sesuai gambarga bagus kualitasketipu dr gambar nyakecewa,Negative,Sadness,CONSISTENT,False,False,False
